customer_id;customer_name;city;signup_date
161;Cliente_161;oeiras;2025-04-12 00:00:00
162;Cliente_162;teresina;2025-11-30 00:00:00
163;Cliente_163;floriano;2025-03-10 00:00:00
164;cliente_164;teresina;2026-05-13 00:00:00
165;Cliente_165;oeiras;2025-09-08 00:00:00
166;Cliente_166;teresina;2025-08-27 00:00:00
167;Cliente_167;floriano;2025-04-13 00:00:00
168;Cliente_168;teresina;2025-01-09 00:00:00
169;Cliente_169;floriano;2026-05-11 00:00:00
170;Cliente_170;teresina;2025-04-18 00:00:00
171;Cliente_171;picos;2025-10-25 00:00:00
172;Cliente_172;teresina;2026-05-03 00:00:00
173;Cliente_173;oeiras;2025-09-18 00:00:00
174;Cliente_174;teresina;2025-04-29 00:00:00
175;Cliente_175;teresina;2025-01-13 00:00:00
176;Cliente_176;oeiras;2025-08-19 00:00:00
177;Cliente_177;teresina;2025-06-26 00:00:00
178;Cliente_178;teresina;2025-01-01 00:00:00
179;Cliente_179;teresina;2025-03-03 00:00:00
180;Cliente_180;picos;2026-04-07 00:00:00
181;Cliente_181;picos;2025-07-21 00:00:00
182;Cliente_182;picos;2025-07-04 00:00:00
183;Cliente_183;desconhecido;2025-01-25 00:00:00
184;Cliente_184;oeiras;2025-05-27 00:00:00
185;Cliente_185;teresina;2025-08-12 00:00:00
186;Cliente_186;teresina;2026-02-06 00:00:00
187;Cliente_187;desconhecido;2026-01-25 00:00:00
188;Cliente_188;floriano;2025-10-09 00:00:00
189;Cliente_189;oeiras;2025-07-30 00:00:00
190;Cliente_190;oeiras;2026-03-22 00:00:00
191;Cliente_191;floriano;2025-03-07 00:00:00
192;Cliente_192;teresina;2025-06-02 00:00:00
193;Cliente_193;oeiras;2025-05-14 00:00:00
194;Cliente_194;teresina;2025-10-13 00:00:00
195;Cliente_195;oeiras;2025-03-24 00:00:00
196;Cliente_196;desconhecido;2025-09-12 00:00:00
197;Cliente_197;teresina;2026-01-24 00:00:00
198;Cliente_198;picos;2025-05-05 00:00:00
199;Cliente_199;picos;2025-06-13 00:00:00
200;Cliente_200;floriano;2025-04-14 00:00:00
201;Cliente_201;teresina;2025-07-16 00:00:00
202;Cliente_202;teresina;2025-05-19 00:00:00
203;Cliente_203;teresina;2025-10-22 00:00:00
204;Cliente_204;floriano;2025-09-28 00:00:00
205;Cliente_205;picos;2025-02-17 00:00:00
206;Cliente_206;teresina;2025-11-27 00:00:00
207;Cliente_207;desconhecido;2026-02-21 00:00:00
208;Cliente_208;picos;2025-08-06 00:00:00
209;Cliente_209;teresina;2026-05-11 00:00:00
210;Cliente_210;teresina;2026-04-22 00:00:00
211;Cliente_211;desconhecido;2025-08-28 00:00:00
212;Cliente_212;picos;2025-04-25 00:00:00
213;Cliente_213;oeiras;2025-02-25 00:00:00
214;Cliente_214;oeiras;2026-03-10 00:00:00
215;Cliente_215;floriano;2026-02-02 00:00:00
216;cliente_216;picos;2025-10-19 00:00:00
217;Cliente_217;teresina;2026-05-08 00:00:00
218;Cliente_218;oeiras;2025-08-12 00:00:00
219;Cliente_219;picos;2025-06-03 00:00:00
220;Cliente_220;teresina;2025-05-14 00:00:00
221;Cliente_221;picos;2025-10-03 00:00:00
222;Cliente_222;teresina;2025-11-27 00:00:00
223;Cliente_223;floriano;2025-05-01 00:00:00
224;Cliente_224;teresina;2025-12-27 00:00:00
225;Cliente_225;picos;2025-09-13 00:00:00
226;Cliente_226;picos;2025-05-12 00:00:00
227;Cliente_227;teresina;2025-04-27 00:00:00
228;Cliente_228;oeiras;2025-08-04 00:00:00
229;Cliente_229;picos;2026-02-13 00:00:00
230;Cliente_230;picos;2025-04-16 00:00:00
231;Cliente_231;desconhecido;2026-02-24 00:00:00
232;Cliente_232;teresina;2026-01-25 00:00:00
233;Cliente_233;floriano;2025-09-11 00:00:00
234;Cliente_234;teresina;2025-08-02 00:00:00
235;Cliente_235;floriano;2025-03-16 00:00:00
236;Cliente_236;picos;2026-05-14 00:00:00
237;Cliente_237;oeiras;2025-01-31 00:00:00
238;Cliente_238;oeiras;2026-03-29 00:00:00
239;Cliente_239;picos;2026-04-22 00:00:00
240;Cliente_240;oeiras;2026-04-25 00:00:00
241;Cliente_241;teresina;2025-12-07 00:00:00
242;Cliente_242;teresina;2025-08-15 00:00:00
243;Cliente_243;teresina;2025-02-11 00:00:00
244;Cliente_244;picos;2025-10-15 00:00:00
245;Cliente_245;teresina;2026-01-29 00:00:00
246;Cliente_246;teresina;2025-02-14 00:00:00
247;cliente_247;teresina;2025-10-05 00:00:00
248;Cliente_248;teresina;2026-01-13 00:00:00
249;Cliente_249;teresina;2025-05-07 00:00:00
250;Cliente_250;picos;2025-07-12 00:00:00
251;cliente_251;picos;2025-05-12 00:00:00
252;Cliente_252;floriano;2025-06-23 00:00:00
253;Cliente_253;floriano;2025-01-23 00:00:00
254;Cliente_254;teresina;2026-04-19 00:00:00
255;Cliente_255;desconhecido;2025-11-01 00:00:00
256;Cliente_256;picos;2025-01-13 00:00:00
257;Cliente_257;oeiras;2026-05-05 00:00:00
258;Cliente_258;desconhecido;2025-05-09 00:00:00
259;Cliente_259;picos;2026-04-21 00:00:00
260;Cliente_260;oeiras;2025-06-05 00:00:00
261;Cliente_261;floriano;2025-05-01 00:00:00
262;Cliente_262;teresina;2026-02-06 00:00:00
263;Cliente_263;picos;2025-07-20 00:00:00
264;Cliente_264;picos;2025-11-29 00:00:00
265;cliente_265;teresina;2025-03-24 00:00:00
266;Cliente_266;picos;2025-05-16 00:00:00
267;Cliente_267;teresina;2025-09-13 00:00:00
268;Cliente_268;picos;2025-04-30 00:00:00
269;Cliente_269;oeiras;2025-05-01 00:00:00
270;Cliente_270;oeiras;2026-01-24 00:00:00
271;Cliente_271;teresina;2025-05-24 00:00:00
272;Cliente_272;oeiras;2025-05-14 00:00:00
273;Cliente_273;picos;2025-05-01 00:00:00
274;Cliente_274;floriano;2025-04-07 00:00:00
275;Cliente_275;picos;2025-09-17 00:00:00
276;Cliente_276;picos;2025-12-01 00:00:00
277;Cliente_277;picos;2025-09-01 00:00:00
278;Cliente_278;teresina;2026-04-14 00:00:00
279;Cliente_279;picos;2025-03-03 00:00:00
280;Cliente_280;desconhecido;2025-10-26 00:00:00
281;Cliente_281;floriano;2026-03-20 00:00:00
282;Cliente_282;desconhecido;2026-02-03 00:00:00
283;Cliente_283;oeiras;2025-11-02 00:00:00
284;Cliente_284;picos;2025-07-08 00:00:00
285;Cliente_285;teresina;2025-01-20 00:00:00
286;Cliente_286;picos;2026-02-22 00:00:00
287;cliente_287;oeiras;2025-07-10 00:00:00
288;Cliente_288;picos;2025-01-17 00:00:00
289;Cliente_289;picos;2025-07-28 00:00:00
290;Cliente_290;floriano;2025-03-21 00:00:00
291;Cliente_291;picos;2025-07-23 00:00:00
292;Cliente_292;teresina;2025-12-08 00:00:00
293;Cliente_293;teresina;2026-01-17 00:00:00
294;Cliente_294;teresina;2025-01-10 00:00:00
295;Cliente_295;teresina;2025-11-26 00:00:00
296;Cliente_296;picos;2026-04-28 00:00:00
297;cliente_297;teresina;2025-02-28 00:00:00
298;Cliente_298;teresina;2025-08-24 00:00:00
299;Cliente_299;picos;2025-10-10 00:00:00
300;Cliente_300;teresina;2025-02-15 00:00:00
301;Cliente_301;oeiras;2025-09-16 00:00:00
302;Cliente_302;picos;2025-09-24 00:00:00
303;Cliente_303;teresina;2025-09-09 00:00:00
304;Cliente_304;desconhecido;2025-04-12 00:00:00
305;Cliente_305;picos;2026-05-15 00:00:00
306;Cliente_306;floriano;2026-04-20 00:00:00
307;Cliente_307;oeiras;2025-11-14 00:00:00
308;Cliente_308;oeiras;2026-02-07 00:00:00
309;Cliente_309;floriano;2026-03-10 00:00:00
310;Cliente_310;floriano;2025-04-22 00:00:00
311;cliente_311;picos;2025-07-16 00:00:00
312;Cliente_312;oeiras;2026-02-22 00:00:00
313;Cliente_313;floriano;2026-03-08 00:00:00
314;Cliente_314;desconhecido;2025-06-15 00:00:00
315;Cliente_315;floriano;2026-03-11 00:00:00
316;Cliente_316;teresina;2025-06-07 00:00:00
317;Cliente_317;oeiras;2025-07-08 00:00:00
318;Cliente_318;picos;2025-01-02 00:00:00
319;Cliente_319;picos;2025-08-17 00:00:00
320;Cliente_320;teresina;2026-03-05 00:00:00
321;Cliente_321;picos;2025-02-04 00:00:00
322;Cliente_322;picos;2026-02-15 00:00:00
323;Cliente_323;picos;2025-01-21 00:00:00
324;Cliente_324;oeiras;2025-06-10 00:00:00
325;Cliente_325;picos;2026-01-21 00:00:00
326;Cliente_326;desconhecido;2025-03-11 00:00:00
327;cliente_327;floriano;2026-01-10 00:00:00
328;Cliente_328;picos;2026-03-30 00:00:00
329;Cliente_329;desconhecido;2025-03-26 00:00:00
330;Cliente_330;picos;2025-02-03 00:00:00
331;Cliente_331;teresina;2025-03-23 00:00:00
332;Cliente_332;desconhecido;2025-08-22 00:00:00
333;Cliente_333;teresina;2025-04-17 00:00:00
334;Cliente_334;picos;2025-06-13 00:00:00
335;Cliente_335;teresina;2025-03-24 00:00:00
336;Cliente_336;teresina;2026-04-04 00:00:00
337;Cliente_337;teresina;2025-02-28 00:00:00
338;Cliente_338;desconhecido;2025-07-04 00:00:00
339;Cliente_339;floriano;2025-10-24 00:00:00
340;Cliente_340;teresina;2025-10-02 00:00:00
341;Cliente_341;desconhecido;2025-07-10 00:00:00
342;Cliente_342;floriano;2025-03-16 00:00:00
343;Cliente_343;teresina;2025-04-28 00:00:00
344;Cliente_344;picos;2025-06-01 00:00:00
345;Cliente_345;oeiras;2026-05-10 00:00:00
346;Cliente_346;oeiras;2026-04-04 00:00:00
347;Cliente_347;picos;2025-04-24 00:00:00
348;Cliente_348;teresina;2025-08-02 00:00:00
349;Cliente_349;picos;2025-09-08 00:00:00
350;Cliente_350;picos;2025-01-28 00:00:00
351;cliente_351;picos;2025-09-25 00:00:00
352;Cliente_352;floriano;2025-06-04 00:00:00
353;Cliente_353;floriano;2026-03-01 00:00:00
354;Cliente_354;desconhecido;2025-05-05 00:00:00
355;Cliente_355;picos;2025-11-23 00:00:00
356;Cliente_356;teresina;2025-07-25 00:00:00
357;Cliente_357;picos;2025-11-27 00:00:00
358;Cliente_358;floriano;2025-11-27 00:00:00
359;Cliente_359;floriano;2026-01-11 00:00:00
360;Cliente_360;picos;2025-01-23 00:00:00
361;Cliente_361;picos;2025-05-02 00:00:00
362;Cliente_362;picos;2025-01-07 00:00:00
363;Cliente_363;picos;2025-03-14 00:00:00
364;Cliente_364;oeiras;2025-09-17 00:00:00
365;Cliente_365;floriano;2025-03-31 00:00:00
366;Cliente_366;oeiras;2025-01-25 00:00:00
367;Cliente_367;teresina;2026-01-02 00:00:00
368;Cliente_368;teresina;2026-01-17 00:00:00
369;Cliente_369;oeiras;2025-08-20 00:00:00
370;Cliente_370;teresina;2025-04-29 00:00:00
371;Cliente_371;oeiras;2026-04-19 00:00:00
372;Cliente_372;oeiras;2025-01-27 00:00:00
373;Cliente_373;teresina;2025-12-18 00:00:00
374;Cliente_374;teresina;2025-06-01 00:00:00
375;Cliente_375;picos;2025-02-13 00:00:00
376;Cliente_376;teresina;2026-04-09 00:00:00
377;Cliente_377;picos;2026-01-18 00:00:00
378;Cliente_378;teresina;2025-06-18 00:00:00
379;Cliente_379;desconhecido;2025-11-19 00:00:00
380;Cliente_380;desconhecido;2025-10-02 00:00:00
381;Cliente_381;oeiras;2025-01-04 00:00:00
382;Cliente_382;oeiras;2025-04-30 00:00:00
383;Cliente_383;picos;2025-07-20 00:00:00
384;Cliente_384;picos;2025-03-16 00:00:00
385;cliente_385;floriano;2026-04-21 00:00:00
386;Cliente_386;oeiras;2025-01-15 00:00:00
387;cliente_387;oeiras;2025-11-21 00:00:00
388;cliente_388;picos;2025-02-03 00:00:00
389;Cliente_389;picos;2026-02-23 00:00:00
390;Cliente_390;oeiras;2025-02-03 00:00:00
391;Cliente_391;oeiras;2026-04-29 00:00:00
392;Cliente_392;picos;2025-02-27 00:00:00
393;cliente_393;desconhecido;2026-01-21 00:00:00
394;Cliente_394;oeiras;2025-11-20 00:00:00
395;Cliente_395;picos;2026-02-10 00:00:00
396;Cliente_396;teresina;2025-06-22 00:00:00
397;Cliente_397;teresina;2026-04-22 00:00:00
398;Cliente_398;teresina;2026-04-12 00:00:00
399;Cliente_399;floriano;2025-09-01 00:00:00
400;Cliente_400;picos;2026-02-08 00:00:00
401;Cliente_401;desconhecido;2025-02-20 00:00:00
402;Cliente_402;floriano;2025-10-17 00:00:00
403;Cliente_403;picos;2025-10-22 00:00:00
404;Cliente_404;picos;2025-09-26 00:00:00
405;Cliente_405;picos;2025-01-03 00:00:00
406;Cliente_406;oeiras;2026-02-12 00:00:00
407;Cliente_407;floriano;2025-06-27 00:00:00
408;Cliente_408;floriano;2026-04-29 00:00:00
409;Cliente_409;oeiras;2025-04-29 00:00:00
410;Cliente_410;oeiras;2026-01-28 00:00:00
411;Cliente_411;oeiras;2025-10-15 00:00:00
412;Cliente_412;teresina;2025-02-18 00:00:00
413;Cliente_413;oeiras;2025-02-14 00:00:00
414;Cliente_414;teresina;2025-04-16 00:00:00
415;Cliente_415;floriano;2025-09-14 00:00:00
416;Cliente_416;oeiras;2025-04-30 00:00:00
417;Cliente_417;floriano;2026-01-22 00:00:00
418;Cliente_418;picos;2025-06-28 00:00:00
419;Cliente_419;desconhecido;2026-03-08 00:00:00
420;Cliente_420;teresina;2025-03-28 00:00:00
421;Cliente_421;teresina;2025-10-24 00:00:00
422;Cliente_422;oeiras;2026-03-30 00:00:00
423;Cliente_423;teresina;2025-06-04 00:00:00
424;Cliente_424;floriano;2025-03-21 00:00:00
425;Cliente_425;oeiras;2025-06-17 00:00:00
426;Cliente_426;picos;2025-06-17 00:00:00
427;Cliente_427;oeiras;2025-02-22 00:00:00
428;Cliente_428;picos;2025-07-16 00:00:00
429;Cliente_429;teresina;2026-01-11 00:00:00
430;Cliente_430;picos;2025-11-23 00:00:00
431;Cliente_431;teresina;2025-08-26 00:00:00
432;cliente_432;desconhecido;2025-08-12 00:00:00
433;Cliente_433;oeiras;2025-06-01 00:00:00
434;Cliente_434;floriano;2026-01-13 00:00:00
435;Cliente_435;desconhecido;2025-08-09 00:00:00
436;Cliente_436;oeiras;2025-08-04 00:00:00
437;Cliente_437;oeiras;2026-03-27 00:00:00
438;Cliente_438;floriano;2026-03-13 00:00:00
439;Cliente_439;picos;2025-08-21 00:00:00
440;Cliente_440;oeiras;2025-02-20 00:00:00
441;Cliente_441;teresina;2026-01-01 00:00:00
442;Cliente_442;desconhecido;2025-08-05 00:00:00
443;Cliente_443;desconhecido;2025-07-29 00:00:00
444;Cliente_444;desconhecido;2025-04-04 00:00:00
445;Cliente_445;picos;2025-07-19 00:00:00
446;Cliente_446;picos;2025-01-20 00:00:00
447;Cliente_447;oeiras;2026-02-05 00:00:00
448;Cliente_448;teresina;2025-02-21 00:00:00
449;Cliente_449;picos;2026-01-03 00:00:00
450;Cliente_450;desconhecido;2026-03-01 00:00:00
451;Cliente_451;oeiras;2026-05-01 00:00:00
452;Cliente_452;picos;2025-07-20 00:00:00
453;Cliente_453;oeiras;2025-11-11 00:00:00
454;Cliente_454;teresina;2025-07-15 00:00:00
455;Cliente_455;teresina;2026-04-14 00:00:00
456;Cliente_456;teresina;2025-10-25 00:00:00
457;Cliente_457;oeiras;2025-07-25 00:00:00
458;Cliente_458;picos;2026-02-15 00:00:00
459;Cliente_459;picos;2025-03-08 00:00:00
460;Cliente_460;desconhecido;2025-11-21 00:00:00
461;Cliente_461;oeiras;2025-04-26 00:00:00
462;Cliente_462;oeiras;2025-11-24 00:00:00
463;Cliente_463;teresina;2025-08-28 00:00:00
464;Cliente_464;oeiras;2025-03-06 00:00:00
465;Cliente_465;desconhecido;2026-03-12 00:00:00
466;Cliente_466;oeiras;2025-05-10 00:00:00
467;Cliente_467;teresina;2025-01-02 00:00:00
468;Cliente_468;teresina;2025-05-06 00:00:00
469;Cliente_469;teresina;2025-08-08 00:00:00
470;Cliente_470;teresina;2025-03-20 00:00:00
471;Cliente_471;picos;2025-02-13 00:00:00
472;Cliente_472;desconhecido;2026-04-28 00:00:00
473;Cliente_473;oeiras;2025-10-26 00:00:00
474;cliente_474;picos;2025-12-02 00:00:00
475;Cliente_475;floriano;2025-03-15 00:00:00
476;Cliente_476;teresina;2025-06-27 00:00:00
477;Cliente_477;teresina;2026-02-10 00:00:00
478;Cliente_478;oeiras;2025-11-08 00:00:00
479;Cliente_479;floriano;2026-02-08 00:00:00
480;Cliente_480;teresina;2025-12-21 00:00:00
481;Cliente_481;desconhecido;2025-08-13 00:00:00
482;Cliente_482;picos;2025-05-16 00:00:00
483;Cliente_483;teresina;2025-09-10 00:00:00
484;Cliente_484;picos;2025-12-25 00:00:00
485;Cliente_485;floriano;2025-11-03 00:00:00
486;Cliente_486;desconhecido;2025-06-14 00:00:00
487;Cliente_487;oeiras;2025-06-01 00:00:00
488;Cliente_488;teresina;2026-05-07 00:00:00
489;Cliente_489;teresina;2025-11-22 00:00:00
490;Cliente_490;picos;2025-12-16 00:00:00
491;Cliente_491;desconhecido;2025-02-18 00:00:00
492;Cliente_492;picos;2025-01-18 00:00:00
493;Cliente_493;picos;2025-06-23 00:00:00
494;Cliente_494;teresina;2025-08-31 00:00:00
495;Cliente_495;picos;2025-05-26 00:00:00
496;Cliente_496;floriano;2025-01-27 00:00:00
497;Cliente_497;desconhecido;2025-09-10 00:00:00
498;Cliente_498;teresina;2026-03-23 00:00:00
499;Cliente_499;oeiras;2025-09-10 00:00:00
500;Cliente_500;teresina;2026-01-01 00:00:00
501;Cliente_501;oeiras;2025-02-14 00:00:00
502;Cliente_502;oeiras;2025-10-11 00:00:00
503;Cliente_503;picos;2025-07-24 00:00:00
504;Cliente_504;picos;2026-02-25 00:00:00
505;Cliente_505;oeiras;2025-01-31 00:00:00
506;Cliente_506;floriano;2025-07-12 00:00:00
507;Cliente_507;oeiras;2025-12-19 00:00:00
508;Cliente_508;picos;2025-01-21 00:00:00
509;Cliente_509;desconhecido;2025-03-31 00:00:00
510;Cliente_510;picos;2025-08-04 00:00:00
511;Cliente_511;oeiras;2025-01-07 00:00:00
512;Cliente_512;desconhecido;2025-06-08 00:00:00
513;Cliente_513;teresina;2025-04-05 00:00:00
514;Cliente_514;teresina;2025-10-17 00:00:00
515;Cliente_515;picos;2025-09-12 00:00:00
516;Cliente_516;picos;2026-02-01 00:00:00
517;Cliente_517;teresina;2025-08-17 00:00:00
518;Cliente_518;floriano;2025-10-31 00:00:00
519;Cliente_519;picos;2025-09-01 00:00:00
520;Cliente_520;picos;2025-11-26 00:00:00
521;Cliente_521;oeiras;2025-01-08 00:00:00
522;Cliente_522;oeiras;2025-03-04 00:00:00
523;Cliente_523;picos;2026-03-22 00:00:00
524;Cliente_524;teresina;2026-01-04 00:00:00
525;Cliente_525;oeiras;2025-04-06 00:00:00
526;Cliente_526;oeiras;2026-01-01 00:00:00
527;Cliente_527;desconhecido;2025-02-13 00:00:00
528;Cliente_528;teresina;2025-08-24 00:00:00
529;Cliente_529;picos;2026-01-03 00:00:00
530;cliente_530;oeiras;2025-12-18 00:00:00
531;Cliente_531;teresina;2025-06-09 00:00:00
532;Cliente_532;desconhecido;2026-03-04 00:00:00
533;Cliente_533;teresina;2026-05-01 00:00:00
534;Cliente_534;oeiras;2025-03-27 00:00:00
535;Cliente_535;teresina;2026-05-04 00:00:00
536;Cliente_536;teresina;2025-09-02 00:00:00
